city,city_ascii,state_id,state_name,county_fips,county_name
Blacksburg,Blacksburg,VA,Virginia,51121,Montgomery
Mount Pleasant,Mount Pleasant,SC,South Carolina,45019,Charleston
Carson,Carson,CA,California,6037,Los Angeles
Conroe,Conroe,TX,Texas,48339,Montgomery
Alafaya,Alafaya,FL,Florida,12095,Orange
Livermore,Livermore,CA,California,6001,Alameda
Westminster,Westminster,CA,California,6059,Orange
Germantown,Germantown,MD,Maryland,24031,Montgomery
Santa Monica,Santa Monica,CA,California,6037,Los Angeles
New Braunfels,New Braunfels,TX,Texas,48091,Comal
Fall River,Fall River,MA,Massachusetts,25005,Bristol
Albany,Albany,GA,Georgia,13095,Dougherty
Miami Beach,Miami Beach,FL,Florida,12086,Miami-Dade
Norwalk,Norwalk,CT,Connecticut,9001,Fairfield
San Leandro,San Leandro,CA,California,6001,Alameda
O'Fallon,O'Fallon,MO,Missouri,29183,St. Charles
Newton,Newton,MA,Massachusetts,25017,Middlesex
Muncie,Muncie,IN,Indiana,18035,Delaware
Citrus Heights,Citrus Heights,CA,California,6067,Sacramento
State College,State College,PA,Pennsylvania,42027,Centre
Town 'n' Country,Town 'n' Country,FL,Florida,12057,Hillsborough
Decatur,Decatur,IL,Illinois,17115,Macon
Jackson,Jackson,MI,Michigan,26075,Jackson
Fort Myers,Fort Myers,FL,Florida,12071,Lee
Goodyear,Goodyear,AZ,Arizona,4013,Maricopa
Dalton,Dalton,GA,Georgia,13313,Whitfield
Bryan,Bryan,TX,Texas,48041,Brazos
Waukegan,Waukegan,IL,Illinois,17097,Lake
Hawthorne,Hawthorne,CA,California,6037,Los Angeles
Anderson,Anderson,IN,Indiana,18095,Madison
Redwood City,Redwood City,CA,California,6081,San Mateo
Hoover,Hoover,AL,Alabama,1073,Jefferson
Lake Forest,Lake Forest,CA,California,6059,Orange
Napa,Napa,CA,California,6055,Napa
Whittier,Whittier,CA,California,6037,Los Angeles
Clifton,Clifton,NJ,New Jersey,34031,Passaic
Largo,Largo,FL,Florida,12103,Pinellas
Bloomington,Bloomington,MN,Minnesota,27053,Hennepin
Johns Creek,Johns Creek,GA,Georgia,13121,Fulton
Newport Beach,Newport Beach,CA,California,6059,Orange
Mission,Mission,TX,Texas,48215,Hidalgo
Milpitas,Milpitas,CA,California,6085,Santa Clara
Troy,Troy,MI,Michigan,26125,Oakland
Madera,Madera,CA,California,6039,Madera
Joplin,Joplin,MO,Missouri,29097,Jasper
Chino Hills,Chino Hills,CA,California,6071,San Bernardino
Alhambra,Alhambra,CA,California,6037,Los Angeles
Franklin,Franklin,TN,Tennessee,47187,Williamson
Melbourne,Melbourne,FL,Florida,12009,Brevard
Port Huron,Port Huron,MI,Michigan,26147,St. Clair
Springfield,Springfield,OH,Ohio,39023,Clark
Mountain View,Mountain View,CA,California,6085,Santa Clara
Zephyrhills,Zephyrhills,FL,Florida,12101,Pasco
St. Augustine,St. Augustine,FL,Florida,12109,St. Johns
Flagstaff,Flagstaff,AZ,Arizona,4005,Coconino
Buena Park,Buena Park,CA,California,6059,Orange
Pleasanton,Pleasanton,CA,California,6001,Alameda
Silver Spring,Silver Spring,MD,Maryland,24031,Montgomery
Atascocita,Atascocita,TX,Texas,48201,Harris
Westland,Westland,MI,Michigan,26163,Wayne
Auburn,Auburn,WA,Washington,53033,King
Cranston,Cranston,RI,Rhode Island,44007,Providence
Somerville,Somerville,MA,Massachusetts,25017,Middlesex
Folsom,Folsom,CA,California,6067,Sacramento
Springdale,Springdale,AR,Arkansas,5143,Washington
Deerfield Beach,Deerfield Beach,FL,Florida,12011,Broward
Warwick,Warwick,RI,Rhode Island,44003,Kent
Cicero,Cicero,IL,Illinois,17031,Cook
Farmington Hills,Farmington Hills,MI,Michigan,26125,Oakland
Newark,Newark,OH,Ohio,39089,Licking
Williamsburg,Williamsburg,VA,Virginia,51830,Williamsburg
Brooklyn Park,Brooklyn Park,MN,Minnesota,27053,Hennepin
Hattiesburg,Hattiesburg,MS,Mississippi,28035,Forrest
Alexandria,Alexandria,LA,Louisiana,22079,Rapides
Lawrence,Lawrence,MA,Massachusetts,25009,Essex
Florence,Florence,AL,Alabama,1077,Lauderdale
Valdosta,Valdosta,GA,Georgia,13185,Lowndes
Plymouth,Plymouth,MN,Minnesota,27053,Hennepin
Buckeye,Buckeye,AZ,Arizona,4013,Maricopa
Georgetown,Georgetown,TX,Texas,48491,Williamson
Cheyenne,Cheyenne,WY,Wyoming,56021,Laramie
Cedar Park,Cedar Park,TX,Texas,48491,Williamson
The Villages,The Villages,FL,Florida,12119,Sumter
Kokomo,Kokomo,IN,Indiana,18067,Howard
Tustin,Tustin,CA,California,6059,Orange
Lakewood,Lakewood,CA,California,6037,Los Angeles
Perris,Perris,CA,California,6065,Riverside
St. Joseph,St. Joseph,MO,Missouri,29021,Buchanan
Flower Mound,Flower Mound,TX,Texas,48121,Denton
Pharr,Pharr,TX,Texas,48215,Hidalgo
Pine Hills,Pine Hills,FL,Florida,12095,Orange
Alton,Alton,IL,Illinois,17119,Madison
Loveland,Loveland,CO,Colorado,8069,Larimer
Boynton Beach,Boynton Beach,FL,Florida,12099,Palm Beach
New Rochelle,New Rochelle,NY,New York,36119,Westchester
Anderson,Anderson,SC,South Carolina,45007,Anderson
Jonesboro,Jonesboro,AR,Arkansas,5031,Craighead
Lebanon,Lebanon,PA,Pennsylvania,42075,Lebanon
Parma,Parma,OH,Ohio,39035,Cuyahoga
Layton,Layton,UT,Utah,49011,Davis
Elizabethtown,Elizabethtown,KY,Kentucky,21093,Hardin
Texarkana,Texarkana,TX,Texas,48037,Bowie
Alameda,Alameda,CA,California,6001,Alameda
Kankakee,Kankakee,IL,Illinois,17091,Kankakee
Watsonville,Watsonville,CA,California,6087,Santa Cruz
Porterville,Porterville,CA,California,6107,Tulare
Baytown,Baytown,TX,Texas,48201,Harris
Upland,Upland,CA,California,6071,San Bernardino
Davis,Davis,CA,California,6113,Yolo
Camarillo,Camarillo,CA,California,6111,Ventura
South Jordan,South Jordan,UT,Utah,49035,Salt Lake
Battle Creek,Battle Creek,MI,Michigan,26025,Calhoun
Bellflower,Bellflower,CA,California,6037,Los Angeles
San Marcos,San Marcos,TX,Texas,48209,Hays
San Ramon,San Ramon,CA,California,6013,Contra Costa
Lake Jackson,Lake Jackson,TX,Texas,48039,Brazoria
Bethlehem,Bethlehem,PA,Pennsylvania,42095,Northampton
Wyoming,Wyoming,MI,Michigan,26081,Kent
Oshkosh,Oshkosh,WI,Wisconsin,55139,Winnebago
Hammond,Hammond,IN,Indiana,18089,Lake
Waldorf,Waldorf,MD,Maryland,24017,Charles
Missouri City,Missouri City,TX,Texas,48157,Fort Bend
Pasco,Pasco,WA,Washington,53021,Franklin
Wheeling,Wheeling,WV,West Virginia,54069,Ohio
Kendall,Kendall,FL,Florida,12086,Miami-Dade
Baldwin Park,Baldwin Park,CA,California,6037,Los Angeles
Rancho Cordova,Rancho Cordova,CA,California,6067,Sacramento
Conway,Conway,AR,Arkansas,5045,Faulkner
Gary,Gary,IN,Indiana,18089,Lake
Altoona,Altoona,PA,Pennsylvania,42013,Blair
Lodi,Lodi,CA,California,6077,San Joaquin
Arlington Heights,Arlington Heights,IL,Illinois,17031,Cook
Bolingbrook,Bolingbrook,IL,Illinois,17197,Will
Rochester Hills,Rochester Hills,MI,Michigan,26125,Oakland
Winchester,Winchester,VA,Virginia,51840,Winchester
Framingham,Framingham,MA,Massachusetts,25017,Middlesex
Hilton Head Island,Hilton Head Island,SC,South Carolina,45013,Beaufort
Centreville,Centreville,VA,Virginia,51059,Fairfax
Union City,Union City,CA,California,6001,Alameda
Owensboro,Owensboro,KY,Kentucky,21059,Daviess
Jackson,Jackson,TN,Tennessee,47113,Madison
Cleveland,Cleveland,TN,Tennessee,47011,Bradley
Wausau,Wausau,WI,Wisconsin,55073,Marathon
Camden,Camden,NJ,New Jersey,34007,Camden
Anniston,Anniston,AL,Alabama,1015,Calhoun
Evanston,Evanston,IL,Illinois,17031,Cook
Apple Valley,Apple Valley,CA,California,6071,San Bernardino
Mansfield,Mansfield,OH,Ohio,39139,Richland
Caguas,Caguas,PR,Puerto Rico,72025,Caguas
Schaumburg,Schaumburg,IL,Illinois,17031,Cook
Pocatello,Pocatello,ID,Idaho,16005,Bannock
Woodbury,Woodbury,MN,Minnesota,27163,Washington
Southfield,Southfield,MI,Michigan,26125,Oakland
Ellicott City,Ellicott City,MD,Maryland,24027,Howard
Dale City,Dale City,VA,Virginia,51153,Prince William
Maple Grove,Maple Grove,MN,Minnesota,27053,Hennepin
Pittsburg,Pittsburg,CA,California,6013,Contra Costa
New Britain,New Britain,CT,Connecticut,9003,Hartford
Morgantown,Morgantown,WV,West Virginia,54061,Monongalia
Mansfield,Mansfield,TX,Texas,48439,Tarrant
Hammond,Hammond,LA,Louisiana,22105,Tangipahoa
Dothan,Dothan,AL,Alabama,1069,Houston
Harrisonburg,Harrisonburg,VA,Virginia,51660,Harrisonburg
Wenatchee,Wenatchee,WA,Washington,53007,Chelan
Waukesha,Waukesha,WI,Wisconsin,55133,Waukesha
Pawtucket,Pawtucket,RI,Rhode Island,44007,Providence
Redmond,Redmond,WA,Washington,53033,King
Lauderhill,Lauderhill,FL,Florida,12011,Broward
Sumter,Sumter,SC,South Carolina,45085,Sumter
Redlands,Redlands,CA,California,6071,San Bernardino
Daphne,Daphne,AL,Alabama,1003,Baldwin
Mount Vernon,Mount Vernon,WA,Washington,53057,Skagit
Weston,Weston,FL,Florida,12011,Broward
St. Charles,St. Charles,MO,Missouri,29183,St. Charles
Janesville,Janesville,WI,Wisconsin,55105,Rock
Sherman,Sherman,TX,Texas,48181,Grayson
North Richland Hills,North Richland Hills,TX,Texas,48439,Tarrant
Broomfield,Broomfield,CO,Colorado,8014,Broomfield
El Paso de Robles,El Paso de Robles,CA,California,6079,San Luis Obispo
Bristol,Bristol,TN,Tennessee,47163,Sullivan
Wilmington,Wilmington,DE,Delaware,10003,New Castle
Casas Adobes,Casas Adobes,AZ,Arizona,4019,Pima
Walnut Creek,Walnut Creek,CA,California,6013,Contra Costa
Poinciana,Poinciana,FL,Florida,12105,Polk
Lynwood,Lynwood,CA,California,6037,Los Angeles
Glen Burnie,Glen Burnie,MD,Maryland,24003,Anne Arundel
Lehi,Lehi,UT,Utah,49049,Utah
Passaic,Passaic,NJ,New Jersey,34031,Passaic
Homestead,Homestead,FL,Florida,12086,Miami-Dade
West Bend,West Bend,WI,Wisconsin,55131,Washington
Delray Beach,Delray Beach,FL,Florida,12099,Palm Beach
Sheboygan,Sheboygan,WI,Wisconsin,55117,Sheboygan
Lake Elsinore,Lake Elsinore,CA,California,6065,Riverside
Daytona Beach,Daytona Beach,FL,Florida,12127,Volusia
Los Lunas,Los Lunas,NM,New Mexico,35061,Valencia
Lima,Lima,OH,Ohio,39003,Allen
Decatur,Decatur,AL,Alabama,1103,Morgan
Rocklin,Rocklin,CA,California,6061,Placer
Rogers,Rogers,AR,Arkansas,5007,Benton
Castle Rock,Castle Rock,CO,Colorado,8035,Douglas
Hanover,Hanover,PA,Pennsylvania,42133,York
Bossier City,Bossier City,LA,Louisiana,22015,Bossier
Dubuque,Dubuque,IA,Iowa,19061,Dubuque
Rockville,Rockville,MD,Maryland,24031,Montgomery
Victoria,Victoria,TX,Texas,48469,Victoria
Saratoga Springs,Saratoga Springs,NY,New York,36091,Saratoga
Guaynabo,Guaynabo,PR,Puerto Rico,72061,Guaynabo
Gaithersburg,Gaithersburg,MD,Maryland,24031,Montgomery
Union City,Union City,NJ,New Jersey,34017,Hudson
Ames,Ames,IA,Iowa,19169,Story
West Des Moines,West Des Moines,IA,Iowa,19153,Polk
South San Francisco,South San Francisco,CA,California,6081,San Mateo
Yorba Linda,Yorba Linda,CA,California,6059,Orange
Casper,Casper,WY,Wyoming,56025,Natrona
Palatine,Palatine,IL,Illinois,17031,Cook
Corvallis,Corvallis,OR,Oregon,41003,Benton
Ankeny,Ankeny,IA,Iowa,19153,Polk
Mount Vernon,Mount Vernon,NY,New York,36119,Westchester
Rowlett,Rowlett,TX,Texas,48113,Dallas
Lakeville,Lakeville,MN,Minnesota,27037,Dakota
Alpharetta,Alpharetta,GA,Georgia,13121,Fulton
Longview,Longview,WA,Washington,53015,Cowlitz
DeKalb,DeKalb,IL,Illinois,17037,DeKalb
Petaluma,Petaluma,CA,California,6097,Sonoma
Redondo Beach,Redondo Beach,CA,California,6037,Los Angeles
Tamarac,Tamarac,FL,Florida,12011,Broward
Laguna Niguel,Laguna Niguel,CA,California,6059,Orange
Eagan,Eagan,MN,Minnesota,27037,Dakota
Kenner,Kenner,LA,Louisiana,22051,Jefferson
Bay City,Bay City,MI,Michigan,26017,Bay
North Little Rock,North Little Rock,AR,Arkansas,5119,Pulaski
Sammamish,Sammamish,WA,Washington,53033,King
Shawnee,Shawnee,KS,Kansas,20091,Johnson
Jupiter,Jupiter,FL,Florida,12099,Palm Beach
Doral,Doral,FL,Florida,12086,Miami-Dade
Florence-Graham,Florence-Graham,CA,California,6037,Los Angeles
Carbondale,Carbondale,IL,Illinois,17077,Jackson
Blaine,Blaine,MN,Minnesota,27003,Anoka
Weirton,Weirton,WV,West Virginia,54029,Hancock
Tulare,Tulare,CA,California,6107,Tulare
Wellington,Wellington,FL,Florida,12099,Palm Beach
Pflugerville,Pflugerville,TX,Texas,48453,Travis
Palo Alto,Palo Alto,CA,California,6085,Santa Clara
Schenectady,Schenectady,NY,New York,36093,Schenectady
Great Falls,Great Falls,MT,Montana,30013,Cascade
Michigan City,Michigan City,IN,Indiana,18091,LaPorte
Bayonne,Bayonne,NJ,New Jersey,34017,Hudson
Eden Prairie,Eden Prairie,MN,Minnesota,27053,Hennepin
Port Orange,Port Orange,FL,Florida,12127,Volusia
Dublin,Dublin,CA,California,6001,Alameda
Grand Forks,Grand Forks,ND,North Dakota,38035,Grand Forks
Noblesville,Noblesville,IN,Indiana,18057,Hamilton
San Clemente,San Clemente,CA,California,6059,Orange
Brentwood,Brentwood,CA,California,6013,Contra Costa
Carmichael,Carmichael,CA,California,6067,Sacramento
East Orange,East Orange,NJ,New Jersey,34013,Essex
Eastvale,Eastvale,CA,California,6065,Riverside
Chapel Hill,Chapel Hill,NC,North Carolina,37135,Orange
Rocky Mount,Rocky Mount,NC,North Carolina,37127,Nash
Haverhill,Haverhill,MA,Massachusetts,25009,Essex
Beloit,Beloit,WI,Wisconsin,55105,Rock
Glens Falls,Glens Falls,NY,New York,36113,Warren
Brentwood,Brentwood,NY,New York,36103,Suffolk
Fairbanks,Fairbanks,AK,Alaska,2090,Fairbanks North Star
Springfield,Springfield,OR,Oregon,41039,Lane
Bethesda,Bethesda,MD,Maryland,24031,Montgomery
Johnstown,Johnstown,PA,Pennsylvania,42021,Cambria
Dundalk,Dundalk,MD,Maryland,24005,Baltimore
Castro Valley,Castro Valley,CA,California,6001,Alameda
Coon Rapids,Coon Rapids,MN,Minnesota,27003,Anoka
Elmira,Elmira,NY,New York,36015,Chemung
Mankato,Mankato,MN,Minnesota,27013,Blue Earth
Albany,Albany,OR,Oregon,41043,Linn
North Miami,North Miami,FL,Florida,12086,Miami-Dade
Encinitas,Encinitas,CA,California,6073,San Diego
Skokie,Skokie,IL,Illinois,17031,Cook
Leander,Leander,TX,Texas,48491,Williamson
Parkersburg,Parkersburg,WV,West Virginia,54107,Wood
Waltham,Waltham,MA,Massachusetts,25017,Middlesex
Port Charlotte,Port Charlotte,FL,Florida,12015,Charlotte
Palm Harbor,Palm Harbor,FL,Florida,12103,Pinellas
San Luis Obispo,San Luis Obispo,CA,California,6079,San Luis Obispo
Sebring,Sebring,FL,Florida,12055,Highlands
Council Bluffs,Council Bluffs,IA,Iowa,19155,Pottawattamie
Hamilton,Hamilton,OH,Ohio,39017,Butler
Moore,Moore,OK,Oklahoma,40027,Cleveland
Pico Rivera,Pico Rivera,CA,California,6037,Los Angeles
Casa Grande,Casa Grande,AZ,Arizona,4021,Pinal
Monessen,Monessen,PA,Pennsylvania,42129,Westmoreland
Montebello,Montebello,CA,California,6037,Los Angeles
Rome,Rome,GA,Georgia,13115,Floyd
The Hammocks,The Hammocks,FL,Florida,12086,Miami-Dade
Millcreek,Millcreek,UT,Utah,49035,Salt Lake
Sanford,Sanford,FL,Florida,12117,Seminole
National City,National City,CA,California,6073,San Diego
Mayagüez,Mayaguez,PR,Puerto Rico,72097,Mayagüez
Burnsville,Burnsville,MN,Minnesota,27037,Dakota
Coconut Creek,Coconut Creek,FL,Florida,12011,Broward
Morristown,Morristown,TN,Tennessee,47063,Hamblen
Reston,Reston,VA,Virginia,51059,Fairfax
Lakewood,Lakewood,WA,Washington,53053,Pierce
Spring,Spring,TX,Texas,48201,Harris
Gadsden,Gadsden,AL,Alabama,1055,Etowah
Taylor,Taylor,MI,Michigan,26163,Wayne
Novi,Novi,MI,Michigan,26125,Oakland
Marietta,Marietta,GA,Georgia,13067,Cobb
Hot Springs,Hot Springs,AR,Arkansas,5051,Garland
Woodland,Woodland,CA,California,6113,Yolo
Fountainebleau,Fountainebleau,FL,Florida,12086,Miami-Dade
La Habra,La Habra,CA,California,6059,Orange
Malden,Malden,MA,Massachusetts,25017,Middlesex
South Whittier,South Whittier,CA,California,6037,Los Angeles
Commerce City,Commerce City,CO,Colorado,8001,Adams
South Hill,South Hill,WA,Washington,53053,Pierce
Bristol,Bristol,CT,Connecticut,9003,Hartford
Columbus,Columbus,IN,Indiana,18005,Bartholomew
West Allis,West Allis,WI,Wisconsin,55079,Milwaukee
Taylorsville,Taylorsville,UT,Utah,49035,Salt Lake
Bangor,Bangor,ME,Maine,23019,Penobscot
Monterey Park,Monterey Park,CA,California,6037,Los Angeles
Greenwood,Greenwood,IN,Indiana,18081,Johnson
Bartlett,Bartlett,TN,Tennessee,47157,Shelby
Bradenton,Bradenton,FL,Florida,12081,Manatee
Pontiac,Pontiac,MI,Michigan,26125,Oakland
Staunton,Staunton,VA,Virginia,51790,Staunton
Meriden,Meriden,CT,Connecticut,9009,New Haven
Gardena,Gardena,CA,California,6037,Los Angeles
Apex,Apex,NC,North Carolina,37183,Wake
Royal Oak,Royal Oak,MI,Michigan,26125,Oakland
Cupertino,Cupertino,CA,California,6085,Santa Clara
La Mesa,La Mesa,CA,California,6073,San Diego
Benton Harbor,Benton Harbor,MI,Michigan,26021,Berrien
St. Clair Shores,St. Clair Shores,MI,Michigan,26099,Macomb
Des Plaines,Des Plaines,IL,Illinois,17031,Cook
Lewiston,Lewiston,ME,Maine,23001,Androscoggin
Margate,Margate,FL,Florida,12011,Broward
Midland,Midland,MI,Michigan,26111,Midland
Carson City,Carson City,NV,Nevada,32510,Carson City
Bowie,Bowie,MD,Maryland,24033,Prince George's
Middletown,Middletown,NY,New York,36071,Orange
Caldwell,Caldwell,ID,Idaho,16027,Canyon
San Rafael,San Rafael,CA,California,6041,Marin
Richland,Richland,WA,Washington,53005,Benton
St. Peters,St. Peters,MO,Missouri,29183,St. Charles
Wesley Chapel,Wesley Chapel,FL,Florida,12101,Pasco
Hendersonville,Hendersonville,TN,Tennessee,47165,Sumner
White Plains,White Plains,NY,New York,36119,Westchester
Huntersville,Huntersville,NC,North Carolina,37119,Mecklenburg
Santee,Santee,CA,California,6073,San Diego
Jefferson City,Jefferson City,MO,Missouri,29051,Cole
Beckley,Beckley,WV,West Virginia,54081,Raleigh
Arcadia,Arcadia,CA,California,6037,Los Angeles
Titusville,Titusville,FL,Florida,12009,Brevard
Cartersville,Cartersville,GA,Georgia,13015,Bartow
Walla Walla,Walla Walla,WA,Washington,53071,Walla Walla
Orland Park,Orland Park,IL,Illinois,17031,Cook
Towson,Towson,MD,Maryland,24005,Baltimore
Weymouth,Weymouth,MA,Massachusetts,25021,Norfolk
Parker,Parker,CO,Colorado,8035,Douglas
Palm Beach Gardens,Palm Beach Gardens,FL,Florida,12099,Palm Beach
Bozeman,Bozeman,MT,Montana,30031,Gallatin
East Stroudsburg,East Stroudsburg,PA,Pennsylvania,42089,Monroe
Huntington Park,Huntington Park,CA,California,6037,Los Angeles
Taunton,Taunton,MA,Massachusetts,25005,Bristol
Midwest City,Midwest City,OK,Oklahoma,40109,Oklahoma
Medford,Medford,MA,Massachusetts,25017,Middlesex
Goldsboro,Goldsboro,NC,North Carolina,37191,Wayne
Euless,Euless,TX,Texas,48439,Tarrant
Manhattan,Manhattan,KS,Kansas,20161,Riley
Shoreline,Shoreline,WA,Washington,53033,King
Lake Havasu City,Lake Havasu City,AZ,Arizona,4015,Mohave
Smyrna,Smyrna,GA,Georgia,13067,Cobb
Cape Girardeau,Cape Girardeau,MO,Missouri,29031,Cape Girardeau
Tamiami,Tamiami,FL,Florida,12086,Miami-Dade
Kendale Lakes,Kendale Lakes,FL,Florida,12086,Miami-Dade
Grants Pass,Grants Pass,OR,Oregon,41033,Josephine
Blue Springs,Blue Springs,MO,Missouri,29095,Jackson
Southaven,Southaven,MS,Mississippi,28033,DeSoto
Tinley Park,Tinley Park,IL,Illinois,17031,Cook
Diamond Bar,Diamond Bar,CA,California,6037,Los Angeles
Pittsfield,Pittsfield,MA,Massachusetts,25003,Berkshire
Eagle Pass,Eagle Pass,TX,Texas,48323,Maverick
New Brunswick,New Brunswick,NJ,New Jersey,34023,Middlesex
Lenexa,Lenexa,KS,Kansas,20091,Johnson
Hazleton,Hazleton,PA,Pennsylvania,42079,Luzerne
Twin Falls,Twin Falls,ID,Idaho,16083,Twin Falls
Brookhaven,Brookhaven,GA,Georgia,13089,DeKalb
Novato,Novato,CA,California,6041,Marin
Tigard,Tigard,OR,Oregon,41067,Washington
Highland,Highland,CA,California,6071,San Bernardino
Fountain Valley,Fountain Valley,CA,California,6059,Orange
Dearborn Heights,Dearborn Heights,MI,Michigan,26163,Wayne
Grapevine,Grapevine,TX,Texas,48439,Tarrant
Fond du Lac,Fond du Lac,WI,Wisconsin,55039,Fond du Lac
Hacienda Heights,Hacienda Heights,CA,California,6037,Los Angeles
Ithaca,Ithaca,NY,New York,36109,Tompkins
Apple Valley,Apple Valley,MN,Minnesota,27037,Dakota
Chicopee,Chicopee,MA,Massachusetts,25013,Hampden
Oak Lawn,Oak Lawn,IL,Illinois,17031,Cook
Cathedral City,Cathedral City,CA,California,6065,Riverside
Delano,Delano,CA,California,6029,Kern
Bentonville,Bentonville,AR,Arkansas,5007,Benton
Stonecrest,Stonecrest,GA,Georgia,13089,DeKalb
Kettering,Kettering,OH,Ohio,39113,Montgomery
Colton,Colton,CA,California,6071,San Bernardino
Kingston,Kingston,NY,New York,36111,Ulster
West Haven,West Haven,CT,Connecticut,9009,New Haven
St. Cloud,St. Cloud,FL,Florida,12097,Osceola
Normal,Normal,IL,Illinois,17113,McLean
Berwyn,Berwyn,IL,Illinois,17031,Cook
Milford,Milford,CT,Connecticut,9009,New Haven
Aloha,Aloha,OR,Oregon,41067,Washington
Arroyo Grande,Arroyo Grande,CA,California,6079,San Luis Obispo
Minnetonka,Minnetonka,MN,Minnesota,27053,Hennepin
Rosemead,Rosemead,CA,California,6037,Los Angeles
Paramount,Paramount,CA,California,6037,Los Angeles
Yucaipa,Yucaipa,CA,California,6071,San Bernardino
Brunswick,Brunswick,GA,Georgia,13127,Glynn
Williamsport,Williamsport,PA,Pennsylvania,42081,Lycoming
Elyria,Elyria,OH,Ohio,39093,Lorain
Leesburg,Leesburg,VA,Virginia,51107,Loudoun
Mount Prospect,Mount Prospect,IL,Illinois,17031,Cook
Pinellas Park,Pinellas Park,FL,Florida,12103,Pinellas
Bellevue,Bellevue,NE,Nebraska,31153,Sarpy
West Sacramento,West Sacramento,CA,California,6113,Yolo
Apopka,Apopka,FL,Florida,12095,Orange
Lewiston,Lewiston,ID,Idaho,16069,Nez Perce
Grand Island,Grand Island,NE,Nebraska,31079,Hall
